"Hierarchy Level","Page Type","Page Path","Page ID","Page Title","Full URL","Taxonomy Level 1","Taxonomy Level 2","Taxonomy Level 3","Taxonomy Level 4","Taxonomy Level 5","Taxonomy Level 6","Taxonomy URL Level 1","Taxonomy URL Level 2","Taxonomy URL Level 3","Taxonomy URL Level 4","Taxonomy URL Level 5","Taxonomy URL Level 6","Toggle URL",hasBenefitCategory,"Page Language",Categories
4,state_directory_record,/states/new-york,1857,"New York",https://www.usa.gov/states/new-york,Home,"The U.S. and its government","State governments","New York","New York","New York",/,/about-the-us,/state-governments,/states/new-york,/states/new-york,/states/new-york,None,,"USAGov English"
4,state_directory_record,/states/new-hampshire,1858,"New Hampshire",https://www.usa.gov/states/new-hampshire,Home,"The U.S. and its government","State governments","New Hampshire","New Hampshire","New Hampshire",/,/about-the-us,/state-governments,/states/new-hampshire,/states/new-hampshire,/states/new-hampshire,None,,"USAGov English"
4,state_directory_record,/states/new-mexico,1859,"New Mexico",https://www.usa.gov/states/new-mexico,Home,"The U.S. and its government","State governments","New Mexico","New Mexico","New Mexico",/,/about-the-us,/state-governments,/states/new-mexico,/states/new-mexico,/states/new-mexico,None,,"USAGov English"
4,state_directory_record,/states/alabama,1860,Alabama,https://www.usa.gov/states/alabama,Home,"The U.S. and its government","State governments",Alabama,Alabama,Alabama,/,/about-the-us,/state-governments,/states/alabama,/states/alabama,/states/alabama,None,,"USAGov English"
4,state_directory_record,/states/ohio,1861,Ohio,https://www.usa.gov/states/ohio,Home,"The U.S. and its government","State governments",Ohio,Ohio,Ohio,/,/about-the-us,/state-governments,/states/ohio,/states/ohio,/states/ohio,None,,"USAGov English"
4,state_directory_record,/states/alaska,1862,Alaska,https://www.usa.gov/states/alaska,Home,"The U.S. and its government","State governments",Alaska,Alaska,Alaska,/,/about-the-us,/state-governments,/states/alaska,/states/alaska,/states/alaska,None,,"USAGov English"
4,state_directory_record,/states/oklahoma,1863,Oklahoma,https://www.usa.gov/states/oklahoma,Home,"The U.S. and its government","State governments",Oklahoma,Oklahoma,Oklahoma,/,/about-the-us,/state-governments,/states/oklahoma,/states/oklahoma,/states/oklahoma,None,,"USAGov English"
4,state_directory_record,/states/arizona,1864,Arizona,https://www.usa.gov/states/arizona,Home,"The U.S. and its government","State governments",Arizona,Arizona,Arizona,/,/about-the-us,/state-governments,/states/arizona,/states/arizona,/states/arizona,None,,"USAGov English"
4,state_directory_record,/es/estados/pennsylvania,1865,Pennsylvania,https://www.usa.gov/es/estados/pennsylvania,"Página principal","Acerca de EE. UU. y su Gobierno","Gobiernos estatales",Pennsylvania,Pennsylvania,Pennsylvania,/es/,/es/acerca-de-estados-unidos,/es/gobiernos-estatales,/es/estados/pennsylvania,/es/estados/pennsylvania,/es/estados/pennsylvania,None,,"USAGov en Español"
4,state_directory_record,/states/arkansas,1866,Arkansas,https://www.usa.gov/states/arkansas,Home,"The U.S. and its government","State governments",Arkansas,Arkansas,Arkansas,/,/about-the-us,/state-governments,/states/arkansas,/states/arkansas,/states/arkansas,None,,"USAGov English"
4,state_directory_record,/es/estados/rhode-island,1867,"Rhode Island",https://www.usa.gov/es/estados/rhode-island,"Página principal","Acerca de EE. UU. y su Gobierno","Gobiernos estatales","Rhode Island","Rhode Island","Rhode Island",/es/,/es/acerca-de-estados-unidos,/es/gobiernos-estatales,/es/estados/rhode-island,/es/estados/rhode-island,/es/estados/rhode-island,None,,"USAGov en Español"
4,state_directory_record,/states/california,1868,California,https://www.usa.gov/states/california,Home,"The U.S. and its government","State governments",California,California,California,/,/about-the-us,/state-governments,/states/california,/states/california,/states/california,None,,"USAGov English"
4,state_directory_record,/es/estados/tennessee,1869,Tennessee,https://www.usa.gov/es/estados/tennessee,"Página principal","Acerca de EE. UU. y su Gobierno","Gobiernos estatales",Tennessee,Tennessee,Tennessee,/es/,/es/acerca-de-estados-unidos,/es/gobiernos-estatales,/es/estados/tennessee,/es/estados/tennessee,/es/estados/tennessee,None,,"USAGov en Español"
3,state_directory_index,/es/gobiernos-estatales,1870,"Gobiernos estatales",https://www.usa.gov/es/gobiernos-estatales,"Página principal","Acerca de EE. UU. y su Gobierno","Gobiernos estatales","Gobiernos estatales","Gobiernos estatales","Gobiernos estatales",/es/,/es/acerca-de-estados-unidos,/es/gobiernos-estatales,/es/gobiernos-estatales,/es/gobiernos-estatales,/es/gobiernos-estatales,https://www.usa.gov/state-governments,,"USAGov en Español"
3,"State Office Page",/state-emergency-management,1871,"State emergency management agencies",https://www.usa.gov/state-emergency-management,Home,"Disasters and emergencies","State emergency management agencies","State emergency management agencies","State emergency management agencies","State emergency management agencies",/,/disasters-and-emergencies,/state-emergency-management,/state-emergency-management,/state-emergency-management,/state-emergency-management,None,,"USAGov English"
3,"State Office Page",/state-election-office,1872,"State and local election offices",https://www.usa.gov/state-election-office,Home,"Voting and elections","Find my state or local election office","Find my state or local election office","Find my state or local election office","Find my state or local election office",/,/voting-and-elections,/state-election-office,/state-election-office,/state-election-office,/state-election-office,https://www.usa.gov/es/oficina-elecciones-estatal-local,,"USAGov English"
3,"State Office Page",/state-health,1873,"State health departments",https://www.usa.gov/state-health,Home,Health,"State health departments","State health departments","State health departments","State health departments",/,/health,/state-health,/state-health,/state-health,/state-health,None,,"USAGov English"
3,"State Office Page",/state-attorney-general,1874,"State attorneys general",https://www.usa.gov/state-attorney-general,Home,"Laws and legal issues","State attorneys general","State attorneys general","State attorneys general","State attorneys general",/,/laws-and-legal-issues,/state-attorney-general,/state-attorney-general,/state-attorney-general,/state-attorney-general,None,,"USAGov English"
4,"State Office Page",/local-governments,1875,"Local governments",https://www.usa.gov/local-governments,Home,"The U.S. and its government","State and local governments","Local governments","Local governments","Local governments",/,/about-the-us,/state-local-governments,/local-governments,/local-governments,/local-governments,None,,"USAGov English"
4,"State Office Page",/state-governor,1876,"State governors",https://www.usa.gov/state-governor,Home,"The U.S. and its government","State and local governments","State governors","State governors","State governors",/,/about-the-us,/state-local-governments,/state-governor,/state-governor,/state-governor,None,,"USAGov English"
4,"State Office Page",/state-corrections,1877,"State departments of corrections",https://www.usa.gov/state-corrections,Home,"Laws and legal issues","Prisons and prisoners","State departments of correction","State departments of correction","State departments of correction",/,/laws-and-legal-issues,/prisons-prisoners,/state-corrections,/state-corrections,/state-corrections,None,,"USAGov English"
4,"State Office Page",/state-motor-vehicle-services,1879,"State motor vehicle services",https://www.usa.gov/state-motor-vehicle-services,Home,"The U.S. and its government","State and local governments","State motor vehicle services","State motor vehicle services","State motor vehicle services",/,/about-the-us,/state-local-governments,/state-motor-vehicle-services,/state-motor-vehicle-services,/state-motor-vehicle-services,None,,"USAGov English"
3,"State Office Page",/state-consumer,1880,"State consumer protection offices",https://www.usa.gov/state-consumer,Home,Complaints,"State consumer protection offices","State consumer protection offices","State consumer protection offices","State consumer protection offices",/,/complaints,/state-consumer,/state-consumer,/state-consumer,/state-consumer,https://www.usa.gov/es/estatal-consumidor,,"USAGov English"
3,"State Office Page",/es/estatal-consumidor,1881,"Directorio de oficinas estatales de protección al consumidor",https://www.usa.gov/es/estatal-consumidor,"Página principal","Acerca de EE. UU. y su Gobierno","Directorio de oficinas estatales de protección al consumidor","Directorio de oficinas estatales de protección al consumidor","Directorio de oficinas estatales de protección al consumidor","Directorio de oficinas estatales de protección al consumidor",/es/,/es/acerca-de-estados-unidos,/es/estatal-consumidor,/es/estatal-consumidor,/es/estatal-consumidor,/es/estatal-consumidor,https://www.usa.gov/state-consumer,,"USAGov en Español"
3,"State Office Page",/state-social-services,1882,"State social service agencies",https://www.usa.gov/state-social-services,Home,"Government benefits","State social service agencies","State social service agencies","State social service agencies","State social service agencies",/,/benefits,/state-social-services,/state-social-services,/state-social-services,/state-social-services,https://www.usa.gov/es/estatales-servicios-sociales,,"USAGov English"
3,"State Office Page",/es/estatales-servicios-sociales,1883,"Agencias estatales de servicios sociales",https://www.usa.gov/es/estatales-servicios-sociales,"Página principal","Beneficios del Gobierno","Agencias estatales de servicios sociales","Agencias estatales de servicios sociales","Agencias estatales de servicios sociales","Agencias estatales de servicios sociales",/es/,/es/beneficios-gobierno,/es/estatales-servicios-sociales,/es/estatales-servicios-sociales,/es/estatales-servicios-sociales,/es/estatales-servicios-sociales,https://www.usa.gov/state-social-services,,"USAGov en Español"
2,"Navigation Page",/analytics-dashboard-redirect,1884,"USA.gov website data",https://www.usa.gov/analytics-dashboard-redirect,Home,Home,Home,Home,Home,Home,/,/analytics-dashboard-redirect,/analytics-dashboard-redirect,/analytics-dashboard-redirect,/analytics-dashboard-redirect,/analytics-dashboard-redirect,None,,"USAGov English"
3,"Navigation Page",/state-local-governments,1885,"State and local governments",https://www.usa.gov/state-local-governments,Home,"The U.S. and its government","State and local governments","State and local governments","State and local governments","State and local governments",/,/about-the-us,/state-local-governments,/state-local-governments,/state-local-governments,/state-local-governments,None,,"USAGov English"
4,"Content Page",/site-issue-report-form,1917,"Report an issue with the website USA.gov",https://www.usa.gov/site-issue-report-form,Home,"About USAGov","Contact us","Report a website issue","Report a website issue","Report a website issue",/,/about,/contact-us,/site-issue-report-form,/site-issue-report-form,/site-issue-report-form,https://www.usa.gov/es/reporte-problemas-en-este-sitio-web,,"USAGov English"
4,"Standard Page- Nav Hidden",/thank-you-issue-report,1918,"Thank you for reporting an issue",https://www.usa.gov/thank-you-issue-report,Home,"About USAGov","Contact us","Thank you for reporting an issue","Thank you for reporting an issue","Thank you for reporting an issue",/,/about,/contact-us,/thank-you-issue-report,/thank-you-issue-report,/thank-you-issue-report,None,,"USAGov English"
4,"Content Page",/es/reporte-problemas-en-este-sitio-web,1919,"Infórmenos sobre problemas en USAGov en Español",https://www.usa.gov/es/reporte-problemas-en-este-sitio-web,"Página principal","Acerca de USAGov en Español",Contáctenos,"Infórmenos sobre problemas en USAGov en Español","Infórmenos sobre problemas en USAGov en Español","Infórmenos sobre problemas en USAGov en Español",/es/,/es/acerca-de-usagov-en-espanol,/es/contactenos,/es/reporte-problemas-en-este-sitio-web,/es/reporte-problemas-en-este-sitio-web,/es/reporte-problemas-en-este-sitio-web,https://www.usa.gov/site-issue-report-form,,"USAGov en Español"
4,"Standard Page- Nav Hidden",/es/gracias-por-reportar-problemas-en-este-sitio-web,1920,"Gracias por reportar un problema",https://www.usa.gov/es/gracias-por-reportar-problemas-en-este-sitio-web,"Página principal","Acerca de USAGov en Español",Contáctenos,"Gracias por reportar un problema","Gracias por reportar un problema","Gracias por reportar un problema",/es/,/es/acerca-de-usagov-en-espanol,/es/contactenos,/es/gracias-por-reportar-problemas-en-este-sitio-web,/es/gracias-por-reportar-problemas-en-este-sitio-web,/es/gracias-por-reportar-problemas-en-este-sitio-web,None,,"USAGov en Español"
2,"Navigation Cards Page",/es/quejas,1921,Quejas,https://www.usa.gov/es/quejas,"Página principal",Quejas,Quejas,Quejas,Quejas,Quejas,/es/,/es/quejas,/es/quejas,/es/quejas,/es/quejas,/es/quejas,https://www.usa.gov/complaints,,"USAGov en Español"
3,"Navigation Page",/es/quejas-vivienda,1922,"Quejas sobre asuntos de vivienda",https://www.usa.gov/es/quejas-vivienda,"Página principal",Quejas,"Quejas de vivienda","Quejas de vivienda","Quejas de vivienda","Quejas de vivienda",/es/,/es/quejas,/es/quejas-vivienda,/es/quejas-vivienda,/es/quejas-vivienda,/es/quejas-vivienda,https://www.usa.gov/housing-complaints,,"USAGov en Español"
4,"Content Page",/es/quejas-discriminacion-rentas,1923,"Dónde poner una queja por discriminación al rentar una vivienda",https://www.usa.gov/es/quejas-discriminacion-rentas,"Página principal",Quejas,"Quejas de vivienda","Quejas por discriminación al rentar una vivienda","Quejas por discriminación al rentar una vivienda","Quejas por discriminación al rentar una vivienda",/es/,/es/quejas,/es/quejas-vivienda,/es/quejas-discriminacion-rentas,/es/quejas-discriminacion-rentas,/es/quejas-discriminacion-rentas,https://www.usa.gov/housing-discrimination-complaints,,"USAGov en Español"
4,"Content Page",/es/quejas-prestamistas-hipotecarios,1924,"Dónde poner una queja sobre compañías hipotecarias",https://www.usa.gov/es/quejas-prestamistas-hipotecarios,"Página principal",Quejas,"Quejas de vivienda","Quejas contra prestamistas hipotecarios","Quejas contra prestamistas hipotecarios","Quejas contra prestamistas hipotecarios",/es/,/es/quejas,/es/quejas-vivienda,/es/quejas-prestamistas-hipotecarios,/es/quejas-prestamistas-hipotecarios,/es/quejas-prestamistas-hipotecarios,https://www.usa.gov/mortgage-company-complaints,,"USAGov en Español"
3,"Navigation Page",/es/quejas-consumidor,1925,"Quejas del consumidor sobre productos y servicios",https://www.usa.gov/es/quejas-consumidor,"Página principal",Quejas,"Quejas del consumidor","Quejas del consumidor","Quejas del consumidor","Quejas del consumidor",/es/,/es/quejas,/es/quejas-consumidor,/es/quejas-consumidor,/es/quejas-consumidor,/es/quejas-consumidor,https://www.usa.gov/consumer-complaints,,"USAGov en Español"
4,"Content Page",/es/quejas-compras-en-linea,1926,"Dónde poner una queja sobre compras en línea",https://www.usa.gov/es/quejas-compras-en-linea,"Página principal",Quejas,"Quejas del consumidor","Quejas sobre compras en línea","Quejas sobre compras en línea","Quejas sobre compras en línea",/es/,/es/quejas,/es/quejas-consumidor,/es/quejas-compras-en-linea,/es/quejas-compras-en-linea,/es/quejas-compras-en-linea,https://www.usa.gov/online-purchase-complaints,,"USAGov en Español"
4,"Content Page",/es/quejas-productos-servicios,1927,"Cómo poner una queja sobre productos o servicios",https://www.usa.gov/es/quejas-productos-servicios,"Página principal",Quejas,"Quejas del consumidor","Quejas sobre productos o servicios","Quejas sobre productos o servicios","Quejas sobre productos o servicios",/es/,/es/quejas,/es/quejas-consumidor,/es/quejas-productos-servicios,/es/quejas-productos-servicios,/es/quejas-productos-servicios,https://www.usa.gov/company-product-service-complaints,,"USAGov en Español"
4,"Content Page",/es/quejas-vehiculos,1928,"Dónde poner una queja relacionada con su vehículo",https://www.usa.gov/es/quejas-vehiculos,"Página principal",Quejas,"Quejas del consumidor","Quejas sobre vehículos","Quejas sobre vehículos","Quejas sobre vehículos",/es/,/es/quejas,/es/quejas-consumidor,/es/quejas-vehiculos,/es/quejas-vehiculos,/es/quejas-vehiculos,https://www.usa.gov/car-complaints,,"USAGov en Español"
4,"Content Page",/es/quejas-servicio-telefonico,1929,"Dónde poner una queja contra una compañía de teléfono",https://www.usa.gov/es/quejas-servicio-telefonico,"Página principal",Quejas,"Quejas del consumidor","Quejas sobre servicio telefónico","Quejas sobre servicio telefónico","Quejas sobre servicio telefónico",/es/,/es/quejas,/es/quejas-consumidor,/es/quejas-servicio-telefonico,/es/quejas-servicio-telefonico,/es/quejas-servicio-telefonico,https://www.usa.gov/phone-company-complaints,,"USAGov en Español"
4,"Content Page",/es/quejas-servicio-cable-satelite,1930,"Dónde poner una queja contra una compañía de cable o satélite",https://www.usa.gov/es/quejas-servicio-cable-satelite,"Página principal",Quejas,"Quejas del consumidor","Quejas sobre servicio de cable o satélite","Quejas sobre servicio de cable o satélite","Quejas sobre servicio de cable o satélite",/es/,/es/quejas,/es/quejas-consumidor,/es/quejas-servicio-cable-satelite,/es/quejas-servicio-cable-satelite,/es/quejas-servicio-cable-satelite,https://www.usa.gov/tv-complaints,,"USAGov en Español"
3,"Content Page",/es/quejas-llamadas-telemercadeo,1931,"Dónde poner una queja sobre llamadas de telemercadeo",https://www.usa.gov/es/quejas-llamadas-telemercadeo,"Página principal","Estafas y fraudes","Quejas sobre llamadas de telemercadeo","Quejas sobre llamadas de telemercadeo","Quejas sobre llamadas de telemercadeo","Quejas sobre llamadas de telemercadeo",/es/,/es/estafas-y-fraudes,/es/quejas-llamadas-telemercadeo,/es/quejas-llamadas-telemercadeo,/es/quejas-llamadas-telemercadeo,/es/quejas-llamadas-telemercadeo,https://www.usa.gov/telemarketer-scam-call-complaints,,"USAGov en Español"
3,"Content Page",/es/quejas-bancos-agencias-crediticias,1932,"Dónde poner una queja sobre bancos, agencias de crédito o inversiones",https://www.usa.gov/es/quejas-bancos-agencias-crediticias,"Página principal",Quejas,"Quejas sobre bancos y agencias crediticias","Quejas sobre bancos y agencias crediticias","Quejas sobre bancos y agencias crediticias","Quejas sobre bancos y agencias crediticias",/es/,/es/quejas,/es/quejas-bancos-agencias-crediticias,/es/quejas-bancos-agencias-crediticias,/es/quejas-bancos-agencias-crediticias,/es/quejas-bancos-agencias-crediticias,https://www.usa.gov/bank-credit-complaints,,"USAGov en Español"
3,"Content Page",/es/quejas-viajes,1933,"Dónde poner una queja relacionada con viajes",https://www.usa.gov/es/quejas-viajes,"Página principal",Quejas,"Quejas relacionadas con viajes","Quejas relacionadas con viajes","Quejas relacionadas con viajes","Quejas relacionadas con viajes",/es/,/es/quejas,/es/quejas-viajes,/es/quejas-viajes,/es/quejas-viajes,/es/quejas-viajes,https://www.usa.gov/travel-complaints,,"USAGov en Español"
3,"Navigation Page",/es/quejas-agencias-prisiones,1934,"Quejas contra las agencias del Gobierno",https://www.usa.gov/es/quejas-agencias-prisiones,"Página principal",Quejas,"Quejas contra el Gobierno","Quejas contra el Gobierno","Quejas contra el Gobierno","Quejas contra el Gobierno",/es/,/es/quejas,/es/quejas-agencias-prisiones,/es/quejas-agencias-prisiones,/es/quejas-agencias-prisiones,/es/quejas-agencias-prisiones,https://www.usa.gov/complaints-against-government,,"USAGov en Español"
4,"Content Page",/es/quejas-agencias-gobierno,1935,"Dónde poner una queja contra una agencia del Gobierno",https://www.usa.gov/es/quejas-agencias-gobierno,"Página principal",Quejas,"Quejas contra el Gobierno","Quejas contra agencias de Gobierno de EE. UU.","Quejas contra agencias de Gobierno de EE. UU.","Quejas contra agencias de Gobierno de EE. UU.",/es/,/es/quejas,/es/quejas-agencias-prisiones,/es/quejas-agencias-gobierno,/es/quejas-agencias-gobierno,/es/quejas-agencias-gobierno,https://www.usa.gov/government-agency-complaints,,"USAGov en Español"
3,"Content Page",/savings-bonds,1936,"U.S. savings bonds",https://www.usa.gov/savings-bonds,Home,"Money and credit","U.S. savings bonds","U.S. savings bonds","U.S. savings bonds","U.S. savings bonds",/,/money,/savings-bonds,/savings-bonds,/savings-bonds,/savings-bonds,https://www.usa.gov/es/inversiones,,"USAGov English"
3,"Navigation Page",/es/ahorro-inversiones,1937,"Encuentre información sobre ahorros e inversiones",https://www.usa.gov/es/ahorro-inversiones,"Página principal","Dinero y crédito","Ahorro e inversiones","Ahorro e inversiones","Ahorro e inversiones","Ahorro e inversiones",/es/,/es/dinero-credito,/es/ahorro-inversiones,/es/ahorro-inversiones,/es/ahorro-inversiones,/es/ahorro-inversiones,None,,"USAGov en Español"
4,"Content Page",/es/cuentas-bancarias,1938,"Cómo abrir una cuenta bancaria en Estados Unidos",https://www.usa.gov/es/cuentas-bancarias,"Página principal","Dinero y crédito","Ahorro e inversiones","Cuentas bancarias","Cuentas bancarias","Cuentas bancarias",/es/,/es/dinero-credito,/es/ahorro-inversiones,/es/cuentas-bancarias,/es/cuentas-bancarias,/es/cuentas-bancarias,None,,"USAGov en Español"
4,"Content Page",/es/inversiones,1939,"Cómo invertir y comprar bonos del Gobierno de Estados Unidos",https://www.usa.gov/es/inversiones,"Página principal","Dinero y crédito","Ahorro e inversiones","Invertir y comprar bonos del Gobierno","Invertir y comprar bonos del Gobierno","Invertir y comprar bonos del Gobierno",/es/,/es/dinero-credito,/es/ahorro-inversiones,/es/inversiones,/es/inversiones,/es/inversiones,https://www.usa.gov/savings-bonds,,"USAGov en Español"
3,"Navigation Page",/es/informes-puntajes-credito,1940,"Aprenda sobre los reportes y puntajes de crédito",https://www.usa.gov/es/informes-puntajes-credito,"Página principal","Dinero y crédito","Informes y puntajes de crédito","Informes y puntajes de crédito","Informes y puntajes de crédito","Informes y puntajes de crédito",/es/,/es/dinero-credito,/es/informes-puntajes-credito,/es/informes-puntajes-credito,/es/informes-puntajes-credito,/es/informes-puntajes-credito,https://www.usa.gov/credit,,"USAGov en Español"
3,"Navigation Page",/government-death-benefits,1941,"Government death benefits",https://www.usa.gov/government-death-benefits,Home,"Government benefits","Government death benefits","Government death benefits","Government death benefits","Government death benefits",/,/benefits,/government-death-benefits,/government-death-benefits,/government-death-benefits,/government-death-benefits,https://www.usa.gov/es/beneficios-muerte-sobrevivientes,,"USAGov English"
4,"Content Page",/es/informes-credito,1942,"Qué es un reporte de crédito y cómo obtener su copia",https://www.usa.gov/es/informes-credito,"Página principal","Dinero y crédito","Informes y puntajes de crédito","Reporte de crédito","Reporte de crédito","Reporte de crédito",/es/,/es/dinero-credito,/es/informes-puntajes-credito,/es/informes-credito,/es/informes-credito,/es/informes-credito,https://www.usa.gov/credit-reports,,"USAGov en Español"
4,"Content Page",/es/corregir-errores-informe-credito,1943,"Cómo corregir errores en su informe de crédito",https://www.usa.gov/es/corregir-errores-informe-credito,"Página principal","Dinero y crédito","Informes y puntajes de crédito","Cómo corregir errores en su informe de crédito","Cómo corregir errores en su informe de crédito","Cómo corregir errores en su informe de crédito",/es/,/es/dinero-credito,/es/informes-puntajes-credito,/es/corregir-errores-informe-credito,/es/corregir-errores-informe-credito,/es/corregir-errores-informe-credito,None,,"USAGov en Español"
3,"Navigation Page",/es/beneficios-muerte-sobrevivientes,1944,"Beneficios del Gobierno por fallecimiento",https://www.usa.gov/es/beneficios-muerte-sobrevivientes,"Página principal","Beneficios del Gobierno","Beneficios del Gobierno por fallecimiento","Beneficios del Gobierno por fallecimiento","Beneficios del Gobierno por fallecimiento","Beneficios del Gobierno por fallecimiento",/es/,/es/beneficios-gobierno,/es/beneficios-muerte-sobrevivientes,/es/beneficios-muerte-sobrevivientes,/es/beneficios-muerte-sobrevivientes,/es/beneficios-muerte-sobrevivientes,https://www.usa.gov/government-death-benefits,,"USAGov en Español"
4,"Content Page",/es/corregir-informe-credito,1945,"Cómo corregir errores en su reporte de crédito",https://www.usa.gov/es/corregir-informe-credito,"Página principal","Dinero y crédito","Informes y puntajes de crédito","Corregir su reporte de crédito","Corregir su reporte de crédito","Corregir su reporte de crédito",/es/,/es/dinero-credito,/es/informes-puntajes-credito,/es/corregir-informe-credito,/es/corregir-informe-credito,/es/corregir-informe-credito,https://www.usa.gov/credit-report-errors,,"USAGov en Español"
4,"Content Page",/es/congelar-credito,1946,"Cómo congelar su reporte de crédito",https://www.usa.gov/es/congelar-credito,"Página principal","Dinero y crédito","Informes y puntajes de crédito","Congelar su reporte de crédito","Congelar su reporte de crédito","Congelar su reporte de crédito",/es/,/es/dinero-credito,/es/informes-puntajes-credito,/es/congelar-credito,/es/congelar-credito,/es/congelar-credito,https://www.usa.gov/credit-freeze,,"USAGov en Español"
4,"Content Page",/es/puntaje-credito,1947,"Cómo entender, obtener y mejorar su puntaje de crédito",https://www.usa.gov/es/puntaje-credito,"Página principal","Dinero y crédito","Informes y puntajes de crédito","Puntaje de crédito","Puntaje de crédito","Puntaje de crédito",/es/,/es/dinero-credito,/es/informes-puntajes-credito,/es/puntaje-credito,/es/puntaje-credito,/es/puntaje-credito,https://www.usa.gov/credit-score,,"USAGov en Español"
4,"Content Page",/es/historial-credito,1948,"Qué es un historial de crédito",https://www.usa.gov/es/historial-credito,"Página principal","Dinero y crédito","Informes y puntajes de crédito","Historial de crédito","Historial de crédito","Historial de crédito",/es/,/es/dinero-credito,/es/informes-puntajes-credito,/es/historial-credito,/es/historial-credito,/es/historial-credito,None,,"USAGov en Español"
4,"Content Page",/es/evitar-desalojo-de-vivienda,1949,"Aprenda cómo evitar el desalojo de vivienda",https://www.usa.gov/es/evitar-desalojo-de-vivienda,"Página principal",Vivienda,"Desalojo y ejecución hipotecaria","Cómo evitar el desalojo","Cómo evitar el desalojo","Cómo evitar el desalojo",/es/,/es/vivienda,/es/desalojo-de-vivienda-y-ejecucion-hipotecaria,/es/evitar-desalojo-de-vivienda,/es/evitar-desalojo-de-vivienda,/es/evitar-desalojo-de-vivienda,https://www.usa.gov/avoid-eviction,,"USAGov en Español"
3,"Navigation Page",/es/desalojo-de-vivienda-y-ejecucion-hipotecaria,1950,"Desalojo y ejecución hipotecaria",https://www.usa.gov/es/desalojo-de-vivienda-y-ejecucion-hipotecaria,"Página principal",Vivienda,"Desalojo y ejecución hipotecaria","Desalojo y ejecución hipotecaria","Desalojo y ejecución hipotecaria","Desalojo y ejecución hipotecaria",/es/,/es/vivienda,/es/desalojo-de-vivienda-y-ejecucion-hipotecaria,/es/desalojo-de-vivienda-y-ejecucion-hipotecaria,/es/desalojo-de-vivienda-y-ejecucion-hipotecaria,/es/desalojo-de-vivienda-y-ejecucion-hipotecaria,https://www.usa.gov/eviction-and-foreclosure,,"USAGov en Español"
4,"Content Page",/es/programas-reparar-viviendas-grupos-especiales,1951,"Programas de reparación de viviendas para nativos americanos, militares o veteranos y residentes rurales",https://www.usa.gov/es/programas-reparar-viviendas-grupos-especiales,"Página principal",Vivienda,"Reparación de viviendas y eficiencia energética","Programas de reparación de viviendas para grupos especiales","Programas de reparación de viviendas para grupos especiales","Programas de reparación de viviendas para grupos especiales",/es/,/es/vivienda,/es/reparacion-y-eficiencia-energetica-vivienda,/es/programas-reparar-viviendas-grupos-especiales,/es/programas-reparar-viviendas-grupos-especiales,/es/programas-reparar-viviendas-grupos-especiales,https://www.usa.gov/home-repair-programs-special-groups,1,"USAGov en Español","Militares y veteranos; Vivienda"
3,"Navigation Page",/es/reparacion-y-eficiencia-energetica-vivienda,1952,"Asistencia para reparaciones y eficiencia energética del hogar",https://www.usa.gov/es/reparacion-y-eficiencia-energetica-vivienda,"Página principal",Vivienda,"Reparación de viviendas y eficiencia energética","Reparación de viviendas y eficiencia energética","Reparación de viviendas y eficiencia energética","Reparación de viviendas y eficiencia energética",/es/,/es/vivienda,/es/reparacion-y-eficiencia-energetica-vivienda,/es/reparacion-y-eficiencia-energetica-vivienda,/es/reparacion-y-eficiencia-energetica-vivienda,/es/reparacion-y-eficiencia-energetica-vivienda,https://www.usa.gov/repairing-home,,"USAGov en Español"
4,"Content Page",/report-crime,1953,"Report a crime",https://www.usa.gov/report-crime,Home,"Laws and legal issues","Crime reporting, victim support, and crime statistics","Report a crime","Report a crime","Report a crime",/,/laws-and-legal-issues,/crime,/report-crime,/report-crime,/report-crime,https://www.usa.gov/es/reportar-crimen,,"USAGov English"
3,"Navigation Page",/es/crimenes,1954,"Reporte de crímenes y ayuda para víctimas",https://www.usa.gov/es/crimenes,"Página principal","Leyes y asuntos legales","Reporte de crímenes y ayuda para víctimas","Reporte de crímenes y ayuda para víctimas","Reporte de crímenes y ayuda para víctimas","Reporte de crímenes y ayuda para víctimas",/es/,/es/leyes-y-asuntos-legales,/es/crimenes,/es/crimenes,/es/crimenes,/es/crimenes,https://www.usa.gov/crime,,"USAGov en Español"
4,"Content Page",/es/reportar-crimen,1955,"Cómo reportar un crimen",https://www.usa.gov/es/reportar-crimen,"Página principal","Leyes y asuntos legales","Reporte de crímenes y ayuda para víctimas","Cómo reportar un crimen","Cómo reportar un crimen","Cómo reportar un crimen",/es/,/es/leyes-y-asuntos-legales,/es/crimenes,/es/reportar-crimen,/es/reportar-crimen,/es/reportar-crimen,https://www.usa.gov/report-crime,,"USAGov en Español"
4,"Content Page",/es/solicitar-numero-de-identificacion-personal-del-contribuyente-ITIN,1960,"Cómo sacar un ITIN",https://www.usa.gov/es/solicitar-numero-de-identificacion-personal-del-contribuyente-ITIN,"Página principal",Impuestos,"Declaración de impuestos federales","Número de Identificación Personal del Contribuyente","Número de Identificación Personal del Contribuyente","Número de Identificación Personal del Contribuyente",/es/,/es/impuestos,/es/declaracion-impuestos-federales,/es/solicitar-numero-de-identificacion-personal-del-contribuyente-ITIN,/es/solicitar-numero-de-identificacion-personal-del-contribuyente-ITIN,/es/solicitar-numero-de-identificacion-personal-del-contribuyente-ITIN,https://www.usa.gov/itin,,"USAGov en Español"
